record_id,source,source_id,title,year,doi,url,removal_type,removal_reason,review_group_id,retained_record_id
ACM Digital Library::3291656.3291707,ACM Digital Library,3291656.3291707,Dynamically negotiating capacity between on-demand and batch clusters,2018,,,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0223,ACM Digital Library::10.1109/SC.2018.00041
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11223306,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11223306,EC6: Enhancing Energy Efficiency in Kubernetes Through Dynamic Extension of CPU Deep Idle States (C6),2025,10.1109/nof66640.2025.11223306,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11223306,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0224,Scopus::2-s2.0-105024963271
Scopus::2-s2.0-105042139995,Scopus,2-s2.0-105042139995,EDU-XR: A Kubernetes-Orchestrated Framework for Pedagogically-Aware BIM Rendering in Mobile Vocational XR,2026,10.1145/3806980.3807147,https://www.scopus.com/pages/publications/105042139995?origin=resultslist,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0225,ACM Digital Library::10.1145/3806980.3807147
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041344,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041344,EELAS: Energy Efficient and Latency Aware Scheduling of Cloud-Native ML Workloads,2023,10.1109/comsnets56262.2023.10041344,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041344,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0226,Scopus::2-s2.0-85149118516
ACM Digital Library::10.1145/3750718.3750746,ACM Digital Library,10.1145/3750718.3750746,"EcoRAN: A Novel Programmable Framework for Dynamic and Energy-Efficient Resource Optimization in Multi-Tenant, Neutral Host O-RAN Systems",2025,10.1145/3750718.3750746,https://doi.org/10.1145/3750718.3750746,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0227,Scopus::2-s2.0-105020678792
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8016218,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8016218,Edge computing in IoT context: Horizontal and vertical Linux container migration,2017,10.1109/giots.2017.8016218,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8016218,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0228,Scopus::2-s2.0-85029314185
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10608304,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10608304,Edge-to-Cloud Continuum Orchestrator for Distributed Video Applications,2024,10.1109/bmsb62888.2024.10608304,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10608304,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0229,Scopus::2-s2.0-85201562192
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11139102,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11139102,EdgeAIBus: AI-Driven Joint Container Management and Model Selection Framework for Heterogeneous Edge Computing,2025,10.1109/tpds.2025.3602521,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11139102,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0230,Scopus::2-s2.0-105014443537
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9045136,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9045136,Efficient Load balancing to serve Heterogeneous Requests in Clustered Systems using Kubernetes,2020,10.1109/ccnc46108.2020.9045136,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9045136,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0231,Scopus::2-s2.0-85085513677
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10588895,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10588895,Efficient Network Slicing Orchestrator for 5G Networks using a Genetic Algorithm-based Scheduler with Kubernetes: Experimental Insights,2024,10.1109/netsoft60951.2024.10588895,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10588895,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0232,Scopus::2-s2.0-85199495192
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376217,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376217,Elastic Task Offloading and Resource Allocation Over Hybrid Cloud: A Reinforcement Learning Approach,2024,10.1109/tnsm.2023.3348124,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10376217,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0233,Scopus::2-s2.0-85181571045
ACM Digital Library::10.1145/3539597.3573037,ACM Digital Library,10.1145/3539597.3573037,ElasticDL: A Kubernetes-native Deep Learning Framework with Fault-tolerance and Elastic Scheduling,2023,10.1145/3539597.3573037,https://doi.org/10.1145/3539597.3573037,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0234,Scopus::2-s2.0-85149651725
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11484344,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11484344,Emerging Research Trends in Machine Learning and Deep Learning for Secure and Scalable Cloud Ecosystem,2026,10.1109/imed68921.2026.11484344,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11484344,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0235,Scopus::2-s2.0-105038369379
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7870553,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7870553,Enabling green content distribution network by cloud orchestration,2016,10.1109/scns.2016.7870553,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7870553,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0236,Scopus::2-s2.0-85017155942
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140840,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140840,End-to-End 5G Simulator Framework for Diverse Network KPI Simulation and Testing,2025,10.1109/iccmc65190.2025.11140840,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140840,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0237,Scopus::2-s2.0-105016901528
Scopus::2-s2.0-105032694820,Scopus,2-s2.0-105032694820,Energy Efficient Cloud-based Resource Management and 5G Network Orchestration,2025,10.1109/conecct65861.2025.11306607,https://www.scopus.com/pages/publications/105032694820?origin=resultslist,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0238,IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11306607
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9121491,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9121491,Energy Saving Strategy of Power System Cluster Based on Container Virtualization,2020,10.1109/aeees48850.2020.9121491,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9121491,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0239,Scopus::2-s2.0-85087496964
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8784669,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8784669,Energy Savings & Resiliency with Closed Loop Platform Automation,2019,10.23919/tma.2019.8784669,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8784669,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0240,Scopus::2-s2.0-85071183624
DBLP::conf/icsoc/CaneteRAF22,DBLP,conf/icsoc/CaneteRAF22,Energy-Aware Placement of Network Functions in Edge-Based Infrastructures with Open Source MANO and Kubernetes.,2022,10.1007/978-3-031-26507-5_15,https://dblp.org/rec/conf/icsoc/CaneteRAF22,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0241,Scopus::2-s2.0-85151052879
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11197392,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11197392,Energy-Aware Scheduling in Cloud-Native Environment,2025,10.23919/softcom66362.2025.11197392,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11197392,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0242,Scopus::2-s2.0-105021955281
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11368391,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11368391,Energy-Aware and Latency-Optimized Data Migration in Containerized Multi-Cloud Environments Using Enhanced Deep Adaptive Dragonfly Optimization,2025,10.1109/gcat66372.2025.11368391,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11368391,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0243,Scopus::2-s2.0-105034271566
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11541572,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11541572,Energy-Efficient Container Orchestration for HPC Workloads using ML in Kubernetes on Cloud Platforms,2026,10.1109/iecct68664.2026.11541572,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11541572,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0244,Scopus::2-s2.0-105042273723
DBLP::journals/computers/LiZLLHH25,DBLP,journals/computers/LiZLLHH25,Energy-Efficient Container Scheduling Based on Deep Reinforcement Learning in Data Centers.,2025,10.3390/computers14120560,https://dblp.org/rec/journals/computers/LiZLLHH25,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0245,Scopus::2-s2.0-105025786210
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11063630,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11063630,Energy-Efficient Update of Microservices Applications in Kubernetes Clusters,2024,10.1109/kse63888.2024.11063630,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11063630,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0246,Scopus::2-s2.0-105011592451
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11250702,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11250702,Energy-Efficient Virtualized gNBs for Cloud-Native O-RAN: A Testbed-Based Study of CPU Resource Management in 5G/6G Networks,2026,10.1109/tgcn.2025.3633457,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11250702,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0247,Scopus::2-s2.0-105022498447
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11052012,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11052012,Enhancing Cloud Resource Utilization: African Bison Optimization Algorithm for Scalable and Sustainable Computing,2025,10.1109/icoicc64033.2025.11052012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11052012,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0248,Scopus::2-s2.0-105012124929
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273406,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273406,Enhancing Energy Efficiency Through Kubernetes Scheduling Techniques,2025,10.1109/sita67914.2025.11273406,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273406,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0249,Scopus::2-s2.0-105030470435
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11101082,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11101082,Enhancing Energy Efficiency in Kubernetes Cluster Through Resource and Energy Aware Scheduling,2025,10.1109/ecti-con64996.2025.11101082,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11101082,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0250,Scopus::2-s2.0-105014340828
ACM Digital Library::10.1145/3696630.3728710,ACM Digital Library,10.1145/3696630.3728710,Enhancing Energy Efficiency with Reusable Software Ecosystems and Persona-Based UI/UX,2025,10.1145/3696630.3728710,https://doi.org/10.1145/3696630.3728710,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0251,Scopus::2-s2.0-105013971202
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11418217,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11418217,Enhancing Execution in Kubernetes for Optimized Resource Utilization,2026,10.1109/comsnets67989.2026.11418217,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11418217,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0252,Scopus::2-s2.0-105035377704
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10649175,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10649175,Enhancing IoT Container Scheduling in the Cloud with Multi-Objective Accelerated PSO,2024,10.1109/inc460750.2024.10649175,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10649175,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0253,Scopus::2-s2.0-85203823123
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11438541,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11438541,Enhancing Node Management in CC using DNA,2025,10.1109/iccist67338.2025.11438541,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11438541,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0254,Scopus::2-s2.0-105037469151
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272962,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272962,Enhancing Rescue Operations With Virtualized Mobile Multimedia Services in Scarce Resource Devices,2020,10.1109/access.2020.3041394,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272962,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0255,Scopus::2-s2.0-85097410109
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11514621,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11514621,Establishing a secure data transfer framework for legacy cloud migration,2026,10.1049/icp.2025.4771,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11514621,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0256,Scopus::2-s2.0-105040245487
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11500159,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11500159,Evaluating Kubernetes Autoscaling Strategies for IoT-Oriented Blockchain-Based Data Ingestion,2026,10.1109/saner-c67878.2026.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11500159,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0257,Scopus::2-s2.0-105040751608
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10051112,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10051112,Experimental Evaluation of ML Models for Dynamic VNF Autoscaling,2022,10.1109/cscn57023.2022.10051112,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10051112,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0258,Scopus::2-s2.0-85150067703
arXiv::2511.09116,arXiv,2511.09116,Experimenting with Energy-Awareness in Edge-Cloud Containerized Application Orchestration,2025,,https://arxiv.org/abs/2511.09116,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0259,DBLP::journals/corr/abs-2511-09116
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11037032,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11037032,Exploiting 6G RAN and Core Network Information for Intelligent Edge-Cloud Service Orchestration,2025,10.1109/eucnc/6gsummit63408.2025.11037032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11037032,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0260,Scopus::2-s2.0-105010647644
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240037,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240037,Extending Kubernetes Clusters to Low-Resource Edge Devices Using Virtual Kubelets,2022,10.1109/tcc.2020.3033807,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240037,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0261,Scopus::2-s2.0-85145020833
ACM Digital Library::10.1145/3731545.3731582,ACM Digital Library,10.1145/3731545.3731582,F3: An FPGA-accelerated FaaS Framework,2025,10.1145/3731545.3731582,https://doi.org/10.1145/3731545.3731582,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0262,Scopus::2-s2.0-105017974631
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177391,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177391,FIRST: Exploiting the Multi-Dimensional Attributes of Functions for Power-Aware Serverless Computing,2023,10.1109/ipdps54959.2023.00091,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177391,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0263,Scopus::2-s2.0-85166631933
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10955338,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10955338,FLEX-SCALE: A Disruptive Approach Toward Flexibly Scalable Energy Efficient Networking,2025,10.1109/mcom.001.2400283,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10955338,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0264,Scopus::2-s2.0-105002478681
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421361,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421361,FPGA virtualization deployment based on Docker container technology,2020,10.1109/icmcce51767.2020.00109,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421361,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0265,Scopus::2-s2.0-85106912858
ACM Digital Library::10.1145/3783862.3783911,ACM Digital Library,10.1145/3783862.3783911,FT-Informer: A Frequency-Aware Hybrid Forecasting Model for Accurate Load Prediction in Cloud Computing Environments,2026,10.1145/3783862.3783911,https://doi.org/10.1145/3783862.3783911,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0266,Scopus::2-s2.0-105035771965
arXiv::1803.06178,arXiv,1803.06178,Fair non-monetary scheduling in federated clouds,2018,10.1145/3195870.3195873,https://arxiv.org/abs/1803.06178,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0267,ACM Digital Library::10.1145/3195870.3195873
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11555298,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11555298,Falcon: Random Network Distillation Enhanced Energy-Efficient Scheduling in Heterogeneous UAV-Enabled Edge Computing,2026,10.1109/wcnc65185.2026.11555298,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11555298,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0268,Scopus::2-s2.0-105042756148
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273894,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273894,FedFog: A Serverless and Privacy-Aware Federated Learning Simulator for Edge–Fog Networks,2025,10.1109/iccke68588.2025.11273894,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273894,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0269,Scopus::2-s2.0-105030480998
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11178254,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11178254,Federated Intelligent Service Function Chain Orchestration in Future 6G Networks,2025,10.1109/tnsm.2025.3614346,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11178254,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0270,Scopus::2-s2.0-105017405889
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11068449,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11068449,Federated Learning and MEC for Disaggregated RAN Monitoring in the 5G Non-Terrestrial Networks,2025,10.1109/aero63441.2025.11068449,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11068449,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0271,Scopus::2-s2.0-105012212985
ACM Digital Library::10.1145/3423211.3425683,ACM Digital Library,10.1145/3423211.3425683,Fifer: Tackling Resource Underutilization in the Serverless Era,2020,10.1145/3423211.3425683,https://doi.org/10.1145/3423211.3425683,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0272,Scopus::2-s2.0-85098501448
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254957,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254957,Fine-Grained Heterogeneous Execution Framework with Energy Aware Scheduling,2023,10.1109/cloud60044.2023.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254957,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0273,Scopus::2-s2.0-85174290226
DBLP::conf/ccnc/GiulianelliSMBC26,DBLP,conf/ccnc/GiulianelliSMBC26,Forging Industry 5.0 DevOps: Towards Secure and Scalable OT Orchestration Powered by Kubernetes.,2026,10.1109/ccnc65079.2026.11366408,https://dblp.org/rec/conf/ccnc/GiulianelliSMBC26,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0274,IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11366408
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11603036,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11603036,From QA to Execution: Building an Action-Oriented AI Agent for Corporate Support,2026,10.1109/3scea68071.2026.11603036,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11603036,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0275,Scopus::2-s2.0-105046071855
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11306960,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11306960,Green AI: A Dynamic Framework for Energy-Efficient Inference on Kubernetes,2025,10.1109/icwite64848.2025.11306960,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11306960,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0276,Scopus::2-s2.0-105032389556
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11613055,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11613055,Green Autoscaler for Performance Aware Microservices: a Machine Learning Approach,2026,10.1109/icsa66085.2026.00032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11613055,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0277,Scopus::2-s2.0-105046490354
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11507295,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11507295,"Green Computing: A Comprehensive Survey of Energy-Aware Scheduling, VM Placement, and AI-Driven Optimization Techniques",2026,10.1109/i3ctcon68242.2026.11507295,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11507295,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0278,Scopus::2-s2.0-105041614337
arXiv::2602.18287,arXiv,2602.18287,Green by Design: Constraint-Based Adaptive Deployment in the Cloud Continuum,2026,,https://arxiv.org/abs/2602.18287,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0279,Scopus::2-s2.0-105043546930
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254745,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254745,GreenKube: Towards Greener Container Orchestration using Artificial Intelligence,2023,10.1109/sose58276.2023.00023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254745,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0280,Scopus::2-s2.0-85174897113
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11105266,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11105266,GreenPod: Energy-Optimized Scheduling for AIoT Workloads Using TOPSIS,2025,10.1109/aiiot65859.2025.11105266,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11105266,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0281,Scopus::2-s2.0-105015437349
ACM Digital Library::10.1145/3773274.3774275,ACM Digital Library,10.1145/3773274.3774275,GreenWise: Intelligent Application Migration for Containerized Machine Learning Services in the Computing Continuum,2026,10.1145/3773274.3774275,https://doi.org/10.1145/3773274.3774275,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0282,Scopus::2-s2.0-105027132697
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229358,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229358,H2C-Scheduler: An Efficient and Scalable Job Scheduling Method for Hybrid Heterogeneous AI Computing Clusters,2025,10.1109/ijcnn64981.2025.11229358,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229358,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0283,Scopus::2-s2.0-105029233972
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11585397,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11585397,"HOURS: Lightweight, Orchestrated Security for UAV Swarm Telemetry",2026,10.1109/percomworkshops68308.2026.11585397,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11585397,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0284,Scopus::2-s2.0-105044395664
IEEE Xplore::https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11315685,IEEE Xplore,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11315685,Harnessing the Power of AI and Cloud Computing for Next-Generation Web Development: A Focus on Data-Driven Generative AI,2025,10.1109/icicnis66685.2025.11315685,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11315685,duplicate,Confirmed exact DOI or publication-identity duplicate,EXACT-0285,Scopus::2-s2.0-105032745908
